Word	Occurrences
solid	1
solitary	2
solomon	20
solved	1
somewhat	1
son	74
sons	54
soon	91
sooner	1
soothing	2
soothsayer	2
sorcerer	9
sorcerers	10
sorcery	17
sorrow	7
sorry	1
sort	11
sorted	4
sorting	6
sought	13
soul	95
souls	81
sound	7
sounded	8
sounding	4
sounds	2
source	2
sources	2
sovereign	3
sow	4
sowers	1
sowing	1
sown	2
space	5
spaces	1
spacious	8
spaciousness	1
sparks	2
spathes	3
speak	47
speakest	1
speaketh	2
speaks	2
special	15
specially	8
species	1
speech	21
speeches	1
speedy	3
spend	51
spendeth	1
spending	2
spends	1
spendthrift	1
spendthrifts	1
spent	9
sperm	11
spider	2
spirit	25
spirits	1
spiritual	8
spite	3
splendour	8
split	5
spoils	3
spoke	2
spoken	5
sport	4
spot	3
spotless	1
spouses	2
spread	22
spreading	4
spring	6
springing	1
springs	19
sprout	1
sprouting	1
sprung	2
spun	1
spurning	1
spy	1
squander	1
squandered	1
square	1
squat	1
stability	1
stable	1
staff	3
stage	5
stages	10
stain	6
stained	2
stains	1
stair	1
stakes	2
stalk	3
stalks	3
stallion	1
stand	47
standard	3
standest	4
standeth	1
standing	23
stands	6
star	5
stare	2
stars	13
start	1
started	1
startest	2
starts	1
state	25
stated	5
stately	2
statement	3
station	4
stationary	1
stations	2
stature	2
stay	10
stayed	9
stays	1
stead	1
steadfast	13
steadfastly	2
steadily	1
steal	3
steals	1
stealth	2
stealthy	1
steeds	2
steep	3
steeped	3
steeps	1
stem	1
step	3
steps	4
stern	3
stick	1
sticky	1
stint	3
stir	2
stirred	3
stock	4
stone	6
stoned	2
stones	12
stood	5
stoodest	1
stop	2
store	3
stored	1
stores	1
stories	9
storm	1
stormy	1
story	31
straight	60
straightaway	1
straightway	3
strain	3
straitened	3
strands	1
strange	3
stranger	1
strangers	1
strangling	1
stratagem	5
straw	1
stray	23
strayed	8
strayeth	1
straying	14
strays	1
stream	3
streaming	1
streams	3
streets	2
strength	38
strengthen	8
strengthened	11
strenuousness	1
stretch	9
stretches	2
stretching	1
stricken	1
strict	16
strictly	3
stride	2
strife	1
strike	11
strikes	2
striketh	1
striking	2
string	2
stripes	2
strippest	1
stripping	1
strive	37
striven	1
strives	1
striving	7
stroke	1
strong	18
stronger	3
strongest	7
strongholds	1
strongly	1
strove	2
struck	3
structure	2
structures	1
struggle	2
struggled	1
struggling	1
strung	2
strutting	2
stubble	3
studied	2
studies	1
study	7
stuff	2
stunning	5
stunted	1
stupor	1
style	1
subdued	3
subject	11
subjected	11
subjection	2
submission	8
submissively	1
submit	14
submits	3
submitted	4
submitting	1
subsequently	3
subsistence	3
subsisting	3
substance	14
substitute	7
substituted	1
substitutes	1
subterfuge	1
succeed	3
succeeded	1
succeeding	2
succeeds	1
success	3
succession	6
successors	1
succumb	1
suck	3
suckle	3
suckling	1
sudden	13
suddenly	2
suffer	20
sufferance	1
suffered	7
suffereth	2
suffering	13
suffers	1
suffice	1
sufficeth	4
sufficient	15
suggest	2
suggested	1
suggestion	1
suggestions	4
suggests	1
suit	1
suitable	12
suits	1
sum	1
summer	1
summoned	5
summons	2
sums	2
sun	41
sunder	1
sundry	2
sunrise	1
sunset	1
superior	8
superiority	1
superstitions	2
suppliant	1
supplication	2
supplied	3
supply	4
support	9
supports	1
suppress	2
supreme	27
sura	9
suras	1
sure	45
surely	50
surety	13
surface	2
surge	1
surrendered	1
surrounded	1
surrounding	1
surrounds	2
surviving	1
suspense	3
suspicion	3
suspicions	3
suspicious	6
sustain	2
sustainer	6
sustains	3
sustenance	66
suwa	1
swallow	9
swallowed	2
swallowing	1
swallows	2
swarm	1
swarthy	1
sway	1
swayed	2
swear	20
swearing	1
sweet	4
swell	3
swells	1
swept	1
swerve	5
swerved	2
swift	9
swifter	1
swiftest	1
swiftly	5
swim	1
swims	1
swine	5
swoon	4
swooped	1
sword	1
swore	5
sworn	2
symbol	3
symbols	10
synagogues	1
ta	3
table	2
tablet	1
tablets	3
taboo	1
taboos	1
tabuk	1
taint	3
tainted	2
take	157
taken	39
takes	12
takest	1
taketh	3
taking	12
tale	7
tales	10
talh	1
talk	16
talked	1
talkers	2
talking	2
talks	3
tall	3
talut	2
tamarisks	1
tamely	1
tarried	13
tarry	6
task	7
tasks	2
tasnim	1
taste	62
tasted	5
taught	28
taunt	2
taurat	1
teach	15
teaches	2
teacheth	1
teaching	9
tear	2
tears	5
tell	44
tellest	6
telling	17
tells	1
tempestuous	2
temple	1
temporal	1
temporary	2
tempt	1
temptation	4
tend	1
tender	4
tending	1
tent	3
tenth	1
tents	1
term	51
terms	14
terrible	29
terrific	1
terrified	1
territory	2
terror	21
test	22
testator	1
tested	8
testified	1
testifies	2
testify	5
testimonies	1
testimony	3
testing	2
thamud	26
thanks	15
theft	1
theirs	24
theme	2
thenceforth	1
thereanent	1
thereat	5
therefor	4
therefrom	31
thereinto	1
thereof	47
thereon	9
thereto	10
thereunto	2
therewith	35
thief	2
thieves	2
thine	17
thing	53
things	379
think	60
thinkest	2
thinketh	2
thinking	1
thinks	2
thirds	3
thirst	6
thirsty	2
thirty	2
thither	3
thorns	1
thoroughly	2
thought	24
thoughtlessness	1
thoughts	4
thousand	13
thousands	1
thread	2
threaten	1
threatenest	2
threatens	1
threats	2
threshold	1
threw	13
threwest	1
thrives	1
throat	2
throats	2
throne	28
thrones	12
throw	33
throwing	1
thrown	11
throws	4
thrust	2
thunder	8
thunderbolts	1
thyself	18
tidings	53
tie	3
tied	4
ties	6
till	24
tilled	2
tillers	1
tilth	9
timber	1
time	108
times	25
tips	3
today	5
toil	3
toiling	2
token	1
tokens	2
told	32
toll	1
tomes	1
tomorrow	2
tone	3
tones	2
tongue	12
tongues	9
took	45
tooth	2
topped	2
tops	1
tore	1
torment	5
torments	1
torn	4
tornado	4
torpid	1
torrent	1
tossed	1
touch	20
touched	16
touches	4
toucheth	2
touching	2
tower	1
towering	4
towers	1
town	13
towns	4
township	3
townships	2
toying	1
traces	5
tract	2
tracts	5
trade	7
traffic	6
trail	1
train	1
trained	2
traitor	2
tramp	1
trampling	1
tranquillity	6
transaction	1
transactions	1
transcribe	1
transfixed	1
transform	1
transformed	3
transgress	21
transgressed	21
transgresses	7
transgressing	12
transgression	9
transgressor	3
transgressors	25
transient	1
transitory	1
transmitted	1
transport	1
transposing	1
travail	2
travel	24
travellers	2
travelling	4
travels	1
traverse	3
traversing	1
treacherous	3
treachery	1
treason	1
treasure	7
treasures	11
treat	27
treated	11
treaties	1
treatment	1
treaty	5
tree	25
trees	17
trellises	1
tremble	1
tremendous	5
tremor	1
trespass	3
trespassed	1
trespasses	5
trespassing	1
trial	32
trials	2
tribe	1
tribes	6
tribunal	2
tribute	3
trick	3
tricks	1
tried	11
trieth	2
trifles	2
trifling	2
trinity	2
trinkets	1
trip	1
triumph	2
triumphs	1
trod	2
troop	4
trouble	9
troubles	2
true	112
truer	3
truly	170
trumpet	11
trunk	2
trunks	1
trust	61
trusted	2
trustee	2
trusts	3
trustworthy	3
trusty	1
truth	321
truthful	11
try	13
trying	1
tryst	2
tubba	2
tucked	1
tumbled	3
tumult	6
tunnel	2
tur	2
turn	207
turned	78
turnest	2
turneth	2
turning	14
turns	21
tutored	1
tuwa	2
twain	5
twice	14
twin	1
twingkling	1
twinkling	2
twist	1
twisted	2
twisting	1
type	3
ultimate	1
ultimately	1
ummat	1
umra	2
unable	14
unacquainted	1
unarmed	1
unawares	2
unbelief	17
unbeliever	4
unbelievers	175
unbelieving	3
unblest	2
unbounded	3
uncertainty	1
unchaste	2
unchecked	1
unclean	1
uncles	2
uncomfortable	1
uncommon	1
unconscious	1
uncontrolled	1
uncovering	1
undeceive	1
undefiled	1
undergo	1
underground	2
undermined	1
underneath	4
understand	84
understandeth	1
understanding	37
understands	5
understood	3
undertake	1
undertaken	1
undertakes	1
undertook	1
undeservedly	1
undivided	1
undoing	1
undoubtedly	2
undress	1
undue	1
uneasy	1
unfailing	4
unfair	1
unfairly	1
unfaith	2
unfolded	1
unforgivable	1
unformed	2
unfortunate	2
ungodly	2
ungrateful	24
ungratefully	2
unhappy	1
unheard	3
unheedful	1
unison	1
unit	1
unite	2
united	2
unity	2
universal	1
universe	1
unjust	33
unjustly	14
unknown	3
unlawful	3
unlearned	1
unless	35
unlettered	3
unloosed	1
unmindful	11
unnecessary	1
unnoticed	1
unpalatable	1
unrelenting	2
unrighteous	3
unruly	1
unseemly	2
unseen	31
unserviceable	1
unspeakable	1
unstinted	1
untended	1
unto	181
untrue	1
untruth	1
untwisted	1
unusual	1
unveiled	1
unwarned	1
unwilling	1
unwillingly	3
unwittingly	1
uphold	1
uplifted	1
upper	4
uppermost	1
upright	1
uproot	1
upset	2
upside	4
uq	1
urge	1
usage	2
use	23
used	51
uses	1
usual	1
usually	1
usury	7
utensils	1
utmost	7
utter	13
uttered	5
uttering	1
utterly	8
utters	2
uzair	1
uzza	1
vain	33
vainglorious	2
vainly	3
valley	9
valleys	1
value	4
values	1
vanguard	1
vanish	3
vanities	13
vanity	5
vanquish	4
vanquished	3
variance	1
variations	1
variety	2
various	13
vary	1
varying	4
vast	1
vastness	1
vault	1
vaulted	1
vegetables	1
vegetation	4
vehement	2
veil	11
veiled	1
veils	5
vein	1
venerable	1
vengeance	3
verge	1
verified	1
verily	311
veritable	1
versed	6
verses	12
vessels	2
vex	1
vexed	1
viands	2
vicegerent	2
vicissitudes	1
victorious	1
victory	16
vie	1
view	4
vile	3
vilest	2
vine	1
vines	6
violate	2
violated	1
violates	1
violence	6
violent	15
violently	1
virgin	1
virgins	1
virtue	4
virtues	1
virtuous	2
visible	2
vision	27
visions	1
visit	9
visitant	2
visitation	1
visited	2
visitor	1
vivid	1
voice	13
voiced	1
voices	2
void	6
voluptuous	1
votaries	2
votary	1
vow	3
vowed	1
vows	2
vulgar	1
wadd	1
wag	1
wage	1
wages	1
wailing	1
wain	1
wait	35
waiting	8
wake	2
walk	13
walked	1
walking	2
walks	3
wall	4
walls	2
wander	13
wandered	1
wandering	13
want	20
wanted	1
wanton	1
wants	12
war	21
ward	2
warded	1
warfare	1
warm	2
warmth	1
warn	30
warned	13
warner	33
warners	8
warneth	1
warning	45
warnings	8
warns	1
warrant	2
warred	1
wash	3
washing	2
wast	20
wastage	1
waste	2
wasted	1
wastefully	1
wasters	2
wasting	1
watch	19
watched	1
watcher	1
watchers	1
watches	4
watchful	2
watching	5
water	71
watered	3
watering	5
waters	5
wave	1
waves	6
way	164
wayfarer	7
wayfarers	1
ways	35
weak	11
weaken	2
weakest	2
weakness	3
wealth	46
wealthy	4
weaning	3
wear	4
wearied	1
weariness	2
wearisome	1
weary	5
weaving	1
wed	5
wedlock	3
weep	2
weeping	1
weigh	3
weighed	1
weight	15
weights	1
weighty	2
welcome	2
wells	1
went	29
wentest	1
wert	13
west	10
western	1
wests	1
whatsoever	1
whencesoever	2
whereof	13
whereon	7
wheresoever	5
wherewith	10
wherewithal	3
whichever	3
whilst	7
whirlwind	1
whisper	3
whispered	1
whisperer	1
whispers	2
whistling	1
whit	1
white	11
whithersoever	2
wholesale	1
wholesome	3
wholly	4
whomso	1
whomsoever	5
whoso	3
whosoever	5
wicked	25
wickedly	3
wickedness	8
wide	10
widely	1
widows	4
width	3
wife	34
wild	3
wiled	1
wilful	4
willed	22
willeth	16
willing	3
willingly	2
wills	37
wilt	76
win	8
wind	17
winding	1
winds	13
wine	9
wing	3
wings	4
wink	1
wins	1
winter	1
wipe	1
wisdom	87
wise	61
wisest	1
wish	65
wished	10
wishers	1
wishes	10
wistfully	1
wit	1
witchcraft	1
withdraw	4
withdrawn	2
withdraws	2
withdrew	2
withered	4
withers	2
withheld	1
withhold	12
withholds	2
withstand	1
witness	97
witnessed	1
witnesses	33
witnessing	1
wives	28
woe	49
woeful	3
wolf	3
woman	26
womb	3
wombs	14
women	101
wonder	8
wonderful	5
wonderment	2
wonders	2
wont	15
wood	5
wool	4
word	85
wordly	2
words	38
work	75
worked	7
working	1
works	26
world	83
worldly	3
worlds	46
worm	1
worn	1
worse	12
worship	141
worshipped	16
worshipper	1
worshippers	8
worshipping	4
worships	1
worst	11
worthless	3
worthy	30
wouldst	23
wound	2
wounded	1
wounds	2
wrangle	2
wrangling	1
wrapped	1
wrappings	2
wrath	55
wreak	1
wretch	3
wretched	2
write	11
writing	9
written	5
wrong	206
wronged	24
wrongfully	8
wrongs	5
wrote	1
wrought	5
ya	3
yaguth	1
yahya	4
yarn	1
yathrib	1
yea	43
year	7
years	29
yellow	4
yes	4
yesterday	1
yield	2
yielding	1
yields	2
yoke	1
yokes	6
young	9
youth	3
youthful	1
youths	5
zaid	1
zakariya	8
zanjabil	1
zaqqum	3
zeal	2
zihar	3
zodiacal	2
zones	2
zul	5
zun	1
